bioproject,study,biosample,sample,experiment,run,amikacin,bedaquiline,capreomycin,clofazimine,delamanid,ethionamide,ethambutol,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,pyrazinamide,rifampicin,streptomycin
PRJNA428596,,SAMN08708513,,SRX3787824,SRR6831970,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708514,,SRX3787823,SRR6831971,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708515,,SRX3787822,SRR6831972,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708516,,SRX3787821,SRR6831973,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708517,,SRX3787820,SRR6831974,S,,S,,,,R,R,R,R,,S,S,R,R
PRJNA428596,,SAMN08708518,,SRX3787829,SRR6831965,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708519,,SRX3787828,SRR6831966,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708520,,SRX3788256,SRR6832134,S,,S,,,,S,R,S,S,,S,S,S,S
PRJNA428596,,SAMN08708521,,SRX3788262,SRR6832128,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708522,,SRX3788249,SRR6832141,S,,S,,,,S,R,S,S,,S,S,S,S
PRJNA428596,,SAMN08708523,,SRX3788250,SRR6832140,S,,S,,,,R,R,S,S,,,,R,R
PRJNA428596,,SAMN08708524,,SRX3788251,SRR6832139,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708525,,SRX3788252,SRR6832138,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708526,,SRX3788253,SRR6832137,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708527,,SRX3788254,SRR6832136,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708528,,SRX3788224,SRR6832166,S,,S,,,,R,R,R,S,,S,R,R,R
PRJNA428596,,SAMN08708529,,SRX3788240,SRR6832150,S,,S,,,,S,R,S,S,,S,S,S,R
PRJNA428596,,SAMN08708530,,SRX3788309,SRR6832081,S,,S,,,,S,R,S,S,,,,S,R
PRJNA428596,,SAMN08708531,,SRX3788308,SRR6832082,S,,S,,,,S,S,S,S,,S,S,S,R
PRJNA428596,,SAMN08708532,,SRX3788311,SRR6832079,S,,S,,,,S,R,S,S,,S,S,S,R
PRJNA428596,,SAMN08708533,,SRX3788310,SRR6832080,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708534,,SRX3788313,SRR6832077,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708535,,SRX3788312,SRR6832078,S,,S,,,,S,R,S,S,,S,S,R,R
PRJNA428596,,SAMN08708536,,SRX3788315,SRR6832075,S,,S,,,,S,R,S,S,,S,S,R,R
PRJNA428596,,SAMN08708537,,SRX3788314,SRR6832076,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708538,,SRX3788306,SRR6832084,S,,S,,,,S,R,S,S,,S,S,R,R
PRJNA428596,,SAMN08708539,,SRX3788305,SRR6832085,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708540,,SRX3788137,SRR6832253,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708541,,SRX3788138,SRR6832252,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708542,,SRX3788135,SRR6832255,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708543,,SRX3788136,SRR6832254,S,,S,,,,S,R,S,S,,S,,R,R
PRJNA428596,,SAMN08708544,,SRX3788141,SRR6832249,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708545,,SRX3788142,SRR6832248,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708546,,SRX3788139,SRR6832251,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708547,,SRX3788140,SRR6832250,S,,S,,,,R,R,R,S,,S,R,R,R
PRJNA428596,,SAMN08708548,,SRX3788133,SRR6832257,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708549,,SRX3788134,SRR6832256,S,,S,,,,R,R,S,R,,S,R,R,R
PRJNA428596,,SAMN08708550,,SRX3788212,SRR6832178,S,,S,,,,S,R,S,S,,,,S,R
PRJNA428596,,SAMN08708551,,SRX3788213,SRR6832177,S,,S,,,,R,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708552,,SRX3788210,SRR6832180,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708553,,SRX3788211,SRR6832179,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708554,,SRX3788208,SRR6832182,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708555,,SRX3788209,SRR6832181,S,,S,,,,S,R,S,S,,,,S,R
PRJNA428596,,SAMN08708556,,SRX3788206,SRR6832184,S,,S,,,,S,R,S,S,,S,S,S,R
PRJNA428596,,SAMN08708557,,SRX3788207,SRR6832183,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708558,,SRX3788204,SRR6832186,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708559,,SRX3788205,SRR6832185,S,,S,,,,S,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708560,,SRX3788283,SRR6832107,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708561,,SRX3788271,SRR6832119,R,,R,,,,S,R,R,S,,S,S,R,R
PRJNA428596,,SAMN08708562,,SRX3788266,SRR6832124,S,,S,,,,S,R,S,S,,S,S,S,R
PRJNA428596,,SAMN08708563,,SRX3788260,SRR6832130,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708564,,SRX3788237,SRR6832153,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708565,,SRX3788236,SRR6832154,S,,S,,,,R,R,S,S,,S,R,R,S
PRJNA428596,,SAMN08708566,,SRX3787998,SRR6831796,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708567,,SRX3788238,SRR6832152,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708568,,SRX3788373,SRR6832017,S,,S,,,,S,R,S,S,,S,S,R,R
PRJNA428596,,SAMN08708569,,SRX3788372,SRR6832018,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708570,,SRX3788048,SRR6831746,S,,S,,,,R,R,S,S,,,,R,R
PRJNA428596,,SAMN08708571,,SRX3788049,SRR6831745,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708572,,SRX3788050,SRR6831744,S,,S,,,,S,R,S,S,,,,R,R
PRJNA428596,,SAMN08708573,,SRX3788052,SRR6831742,S,,S,,,,S,S,S,S,,S,S,S,R
PRJNA428596,,SAMN08708574,,SRX3788054,SRR6831740,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708575,,SRX3788060,SRR6831734,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708576,,SRX3788061,SRR6831733,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708577,,SRX3788062,SRR6831732,S,,S,,,,R,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708578,,SRX3788036,SRR6831758,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708579,,SRX3788037,SRR6831757,S,,S,,,,S,R,S,S,,S,S,R,R
PRJNA428596,,SAMN08708580,,SRX3788099,SRR6832291,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708581,,SRX3788098,SRR6832292,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708582,,SRX3788097,SRR6832293,R,,R,,,,R,R,R,S,,S,R,S,R
PRJNA428596,,SAMN08708583,,SRX3788096,SRR6832294,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708584,,SRX3788095,SRR6832295,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708585,,SRX3788094,SRR6832296,S,,S,,,,S,R,S,S,,S,S,S,R
PRJNA428596,,SAMN08708586,,SRX3788093,SRR6832297,R,,R,,,,R,R,R,R,,S,S,R,R
PRJNA428596,,SAMN08708587,,SRX3788092,SRR6832298,S,,S,,,,R,R,S,S,,S,S,R,R
PRJNA428596,,SAMN08708588,,SRX3788107,SRR6832283,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708589,,SRX3788106,SRR6832284,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708590,,SRX3788257,SRR6832133,S,,S,,,,S,R,S,S,,S,S,R,R
PRJNA428596,,SAMN08708591,,SRX3788258,SRR6832132,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708592,,SRX3788255,SRR6832135,S,,S,,,,S,R,S,S,,S,S,R,R
PRJNA428596,,SAMN08708593,,SRX3788282,SRR6832108,S,,S,,,,R,R,R,R,,S,R,R,R
PRJNA428596,,SAMN08708594,,SRX3788261,SRR6832129,S,,S,,,,R,R,S,R,,R,R,R,R
PRJNA428596,,SAMN08708595,,SRX3788288,SRR6832102,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708596,,SRX3788259,SRR6832131,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708597,,SRX3788285,SRR6832105,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708598,,SRX3788265,SRR6832125,S,,S,,,,R,R,S,R,,S,,R,R
PRJNA428596,,SAMN08708599,,SRX3788318,SRR6832072,S,,S,,,,S,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708600,,SRX3787831,SRR6831963,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708601,,SRX3787830,SRR6831964,S,,S,,,,S,R,S,S,,S,R,S,R
PRJNA428596,,SAMN08708602,,SRX3787833,SRR6831961,S,,S,,,,R,R,R,R,,S,R,R,R
PRJNA428596,,SAMN08708603,,SRX3787832,SRR6831962,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708604,,SRX3787835,SRR6831959,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708605,,SRX3787834,SRR6831960,S,,S,,,,S,S,S,S,,S,R,S,R
PRJNA428596,,SAMN08708606,,SRX3787837,SRR6831957,S,,S,,,,S,S,S,S,,,R,S,S
PRJNA428596,,SAMN08708607,,SRX3787836,SRR6831958,S,,S,,,,R,R,S,S,,S,S,S,R
PRJNA428596,,SAMN08708608,,SRX3787839,SRR6831955,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708609,,SRX3787838,SRR6831956,S,,S,,,,S,S,S,S,,,,S,R
PRJNA428596,,SAMN08708610,,SRX3787997,SRR6831797,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708611,,SRX3787880,SRR6831914,S,,S,,,,S,R,S,S,,S,S,S,R
PRJNA428596,,SAMN08708612,,SRX3787999,SRR6831795,S,,S,,,,S,R,S,S,,S,S,S,R
PRJNA428596,,SAMN08708613,,SRX3788000,SRR6831794,R,,R,,,,S,R,R,S,,S,R,R,R
PRJNA428596,,SAMN08708614,,SRX3787993,SRR6831801,S,,S,,,,R,R,S,S,,,,R,R
PRJNA428596,,SAMN08708615,,SRX3787994,SRR6831800,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708616,,SRX3787878,SRR6831916,S,,S,,,,S,R,S,S,,S,R,S,R
PRJNA428596,,SAMN08708617,,SRX3787879,SRR6831915,S,,S,,,,S,S,S,S,,,,S,R
PRJNA428596,,SAMN08708618,,SRX3787872,SRR6831922,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708619,,SRX3787873,SRR6831921,S,,S,,,,S,R,S,S,,S,S,R,R
PRJNA428596,,SAMN08708620,,SRX3788176,SRR6832214,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708621,,SRX3788175,SRR6832215,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708622,,SRX3788303,SRR6832087,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708623,,SRX3788302,SRR6832088,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708624,,SRX3788180,SRR6832210,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708625,,SRX3788179,SRR6832211,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708626,,SRX3788178,SRR6832212,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708627,,SRX3788177,SRR6832213,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708628,,SRX3788290,SRR6832100,,,,,,,R,R,,,,,,R,R
PRJNA428596,,SAMN08708629,,SRX3788289,SRR6832101,S,,S,,,,S,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708630,,SRX3788338,SRR6832052,S,,S,,,,S,R,S,S,,,,S,S
PRJNA428596,,SAMN08708631,,SRX3788339,SRR6832051,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708632,,SRX3788336,SRR6832054,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708633,,SRX3788337,SRR6832053,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708634,,SRX3788334,SRR6832056,S,,S,,,,R,R,S,S,,,,R,R
PRJNA428596,,SAMN08708635,,SRX3788335,SRR6832055,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708636,,SRX3788332,SRR6832058,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708637,,SRX3788333,SRR6832057,R,,S,,,,R,R,R,S,,S,R,R,R
PRJNA428596,,SAMN08708638,,SRX3788346,SRR6832044,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708639,,SRX3788347,SRR6832043,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708640,,SRX3787902,SRR6831892,S,,S,,,,S,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708641,,SRX3787901,SRR6831893,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708642,,SRX3787904,SRR6831890,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708643,,SRX3787903,SRR6831891,S,,S,,,,S,R,S,S,,,,R,R
PRJNA428596,,SAMN08708644,,SRX3787898,SRR6831896,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708645,,SRX3787897,SRR6831897,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708646,,SRX3787900,SRR6831894,S,,S,,,,S,R,S,S,,,,S,S
PRJNA428596,,SAMN08708647,,SRX3787899,SRR6831895,S,,R,,,,R,R,R,S,,S,R,R,R
PRJNA428596,,SAMN08708648,,SRX3787910,SRR6831884,S,,S,,,,R,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708649,,SRX3787909,SRR6831885,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708650,,SRX3788008,SRR6831786,S,,S,,,,R,R,R,S,,S,R,S,R
PRJNA428596,,SAMN08708651,,SRX3788007,SRR6831787,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708652,,SRX3788006,SRR6831788,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708653,,SRX3788005,SRR6831789,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708654,,SRX3788004,SRR6831790,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708655,,SRX3788003,SRR6831791,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708656,,SRX3788002,SRR6831792,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708657,,SRX3788001,SRR6831793,S,,S,,,,R,R,S,S,,S,R,S,R
PRJNA428596,,SAMN08708658,,SRX3788010,SRR6831784,S,,S,,,,R,R,R,S,,S,R,R,R
PRJNA428596,,SAMN08708659,,SRX3788009,SRR6831785,R,,S,,,,R,R,R,S,,S,R,R,R
PRJNA428596,,SAMN08708660,,SRX3788148,SRR6832242,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708661,,SRX3788112,SRR6832278,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708662,,SRX3787840,SRR6831954,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708663,,SRX3787841,SRR6831953,S,,S,,,,S,S,S,S,,S,S,S,R
PRJNA428596,,SAMN08708664,,SRX3787842,SRR6831952,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708665,,SRX3787843,SRR6831951,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708666,,SRX3787844,SRR6831950,S,,R,,,,R,R,S,R,,,,R,R
PRJNA428596,,SAMN08708667,,SRX3787845,SRR6831949,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708668,,SRX3788056,SRR6831738,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708669,,SRX3788066,SRR6831728,S,,S,,,,S,S,S,S,,S,S,S,R
PRJNA428596,,SAMN08708670,,SRX3788268,SRR6832122,R,,R,,,,R,R,R,S,,S,S,R,R
PRJNA428596,,SAMN08708671,,SRX3788267,SRR6832123,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708672,,SRX3788270,SRR6832120,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708673,,SRX3788269,SRR6832121,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708674,,SRX3788264,SRR6832126,S,,S,,,,S,R,S,S,,,,R,R
PRJNA428596,,SAMN08708675,,SRX3788263,SRR6832127,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708676,,SRX3788363,SRR6832027,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708677,,SRX3788291,SRR6832099,S,,S,,,,R,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708678,,SRX3788384,SRR6832005,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708679,,SRX3788284,SRR6832106,S,,S,,,,S,R,S,S,,S,S,S,R
PRJNA428596,,SAMN08708680,,SRX3787876,SRR6831918,S,,S,,,,R,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708681,,SRX3787877,SRR6831917,S,,S,,,,S,R,S,S,,S,S,S,R
PRJNA428596,,SAMN08708682,,SRX3788104,SRR6832286,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708683,,SRX3788105,SRR6832285,S,,S,,,,R,R,R,S,,S,R,R,R
PRJNA428596,,SAMN08708684,,SRX3788102,SRR6832288,R,,R,,,,R,R,R,R,,R,R,R,R
PRJNA428596,,SAMN08708685,,SRX3788103,SRR6832287,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708686,,SRX3788100,SRR6832290,S,,S,,,,R,R,S,S,,S,S,S,R
PRJNA428596,,SAMN08708687,,SRX3788101,SRR6832289,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708688,,SRX3787870,SRR6831924,S,,S,,,,S,S,S,S,,,,S,R
PRJNA428596,,SAMN08708689,,SRX3787871,SRR6831923,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708690,,SRX3788359,SRR6832031,S,,S,,,,R,R,S,R,,S,S,R,R
PRJNA428596,,SAMN08708691,,SRX3788055,SRR6831739,S,,S,,,,S,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708692,,SRX3788355,SRR6832035,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708693,,SRX3788053,SRR6831741,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708694,,SRX3788360,SRR6832030,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708695,,SRX3788059,SRR6831735,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708696,,SRX3788058,SRR6831736,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708697,,SRX3788057,SRR6831737,S,,S,,,,R,R,S,R,,S,S,R,R
PRJNA428596,,SAMN08708698,,SRX3788321,SRR6832069,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708699,,SRX3788051,SRR6831743,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708700,,SRX3787952,SRR6831842,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708701,,SRX3787953,SRR6831841,S,,S,,,,S,R,R,S,,S,S,R,S
PRJNA428596,,SAMN08708702,,SRX3787911,SRR6831883,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708703,,SRX3787912,SRR6831882,R,,S,,,,R,R,R,R,,,,R,R
PRJNA428596,,SAMN08708704,,SRX3787905,SRR6831889,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708705,,SRX3787906,SRR6831888,S,,S,,,,R,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708706,,SRX3787907,SRR6831887,S,,S,,,,R,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708707,,SRX3787908,SRR6831886,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708708,,SRX3787924,SRR6831870,S,,S,,,,S,S,S,S,,S,R,S,R
PRJNA428596,,SAMN08708709,,SRX3787925,SRR6831869,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708710,,SRX3788349,SRR6832041,S,,S,,,,S,R,S,S,,S,S,S,S
PRJNA428596,,SAMN08708711,,SRX3788348,SRR6832042,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708712,,SRX3788351,SRR6832039,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708713,,SRX3788350,SRR6832040,S,,S,,,,S,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708714,,SRX3788353,SRR6832037,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708715,,SRX3788352,SRR6832038,S,,S,,,,S,R,S,S,,S,S,R,R
PRJNA428596,,SAMN08708716,,SRX3788203,SRR6832187,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708717,,SRX3788354,SRR6832036,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708718,,SRX3788357,SRR6832033,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708719,,SRX3788356,SRR6832034,S,,S,,,,R,R,S,S,,S,R,R,R
PRJNA428596,,SAMN08708720,,SRX3788183,SRR6832207,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708721,,SRX3788184,SRR6832206,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708722,,SRX3788181,SRR6832209,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708723,,SRX3788182,SRR6832208,S,,S,,,,S,S,S,S,,S,S,R,S
PRJNA428596,,SAMN08708724,,SRX3788187,SRR6832203,S,,S,,,,S,R,S,S,,,,S,R
PRJNA428596,,SAMN08708725,,SRX3788188,SRR6832202,S,,S,,,,S,R,R,R,,S,R,R,R
PRJNA428596,,SAMN08708726,,SRX3788185,SRR6832205,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708727,,SRX3788186,SRR6832204,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708728,,SRX3788189,SRR6832201,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708729,,SRX3788190,SRR6832200,S,,S,,,,S,R,S,S,,S,S,R,R
PRJNA428596,,SAMN08708730,,SRX3788152,SRR6832238,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708731,,SRX3788151,SRR6832239,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708732,,SRX3788150,SRR6832240,S,,S,,,,S,R,S,S,,S,S,R,R
PRJNA428596,,SAMN08708733,,SRX3788149,SRR6832241,S,,S,,,,R,R,R,R,,S,R,R,R
PRJNA428596,,SAMN08708734,,SRX3788034,SRR6831760,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708735,,SRX3788147,SRR6832243,S,,S,,,,S,S,S,S,,S,R,S,S
PRJNA428596,,SAMN08708736,,SRX3788146,SRR6832244,S,,S,,,,R,R,R,R,,S,S,R,R
PRJNA428596,,SAMN08708737,,SRX3788145,SRR6832245,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708738,,SRX3788144,SRR6832246,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708739,,SRX3788143,SRR6832247,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708740,,SRX3787965,SRR6831829,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708741,,SRX3787966,SRR6831828,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708742,,SRX3787967,SRR6831827,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708743,,SRX3787968,SRR6831826,R,,S,,,,R,R,R,S,,,,R,R
PRJNA428596,,SAMN08708744,,SRX3787969,SRR6831825,R,,R,,,,R,R,R,S,,S,R,R,R
PRJNA428596,,SAMN08708745,,SRX3787970,SRR6831824,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708746,,SRX3787971,SRR6831823,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708747,,SRX3787972,SRR6831822,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708748,,SRX3787973,SRR6831821,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708749,,SRX3787974,SRR6831820,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708750,,SRX3787795,SRR6831999,S,,S,,,,S,R,S,S,,S,S,S,S
PRJNA428596,,SAMN08708751,,SRX3787796,SRR6831998,S,,S,,,,S,R,S,S,,,,R,S
PRJNA428596,,SAMN08708752,,SRX3787797,SRR6831997,S,,S,,,,S,R,S,S,,,,S,R
PRJNA428596,,SAMN08708753,,SRX3787798,SRR6831996,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708754,,SRX3787792,SRR6832002,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708755,,SRX3787793,SRR6832001,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708756,,SRX3787794,SRR6832000,S,,S,,,,S,S,S,S,,S,S,S,S
PRJNA428596,,SAMN08708773,,SRX3788703,SRR6832339,S,,S,,,,S,S,S,S,,,,S,S
PRJNA428596,,SAMN08708774,,SRX3788702,SRR6832340,S,,S,,,,S,S,S,S,,S,S,S,S
