bioproject,study,biosample,sample,experiment,run,amikacin,bedaquiline,capreomycin,clofazimine,delamanid,ethionamide,ethambutol,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,pyrazinamide,rifampicin,streptomycin
PRJEB41201,,,ERS5305331,ERX4685161,ERR4815319,,,,,,,S,S,,,,,R,S,
PRJEB41201,,,ERS5305333,ERX4685163,ERR4815321,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305334,ERX4685164,ERR4815322,,,,,,,S,R,,,,,,S,S
PRJEB41201,,,ERS5305335,ERX4685165,ERR4815323,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305339,ERX4685169,ERR4815327,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305341,ERX4685171,ERR4815329,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305345,ERX4685175,ERR4815333,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305346,ERX4685176,ERR4815334,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305351,ERX4685181,ERR4815339,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305352,ERX4685182,ERR4815340,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305353,ERX4685183,ERR4815341,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305356,ERX4685186,ERR4815344,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305358,ERX4685188,ERR4815346,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305360,ERX4685190,ERR4815348,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305363,ERX4685193,ERR4815351,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305364,ERX4685194,ERR4815352,,,,,,,,,,,,,S,,
PRJEB41201,,,ERS5305365,ERX4685195,ERR4815353,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305369,ERX4685199,ERR4815357,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305370,ERX4685200,ERR4815358,,,,,,,S,S,,,,,,S,S
PRJEB41201,,,ERS5305372,ERX4685202,ERR4815360,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305375,ERX4685205,ERR4815363,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305376,ERX4685206,ERR4815364,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305377,ERX4685207,ERR4815365,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305380,ERX4685210,ERR4815368,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305383,ERX4685213,ERR4815371,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305384,ERX4685214,ERR4815372,,,,,,,,,,,,R,,,
PRJEB41201,,,ERS5305387,ERX4685217,ERR4815375,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305388,ERX4685218,ERR4815376,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305389,ERX4685219,ERR4815377,,,,,,,S,R,,,,,,S,S
PRJEB41201,,,ERS5305391,ERX4685221,ERR4815379,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305394,ERX4685224,ERR4815382,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305396,ERX4685226,ERR4815384,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305398,ERX4685228,ERR4815386,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305401,ERX4685231,ERR4815389,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305403,ERX4685233,ERR4815391,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305404,ERX4685234,ERR4815392,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305407,ERX4685237,ERR4815395,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305409,ERX4685239,ERR4815397,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305411,ERX4685241,ERR4815399,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305413,ERX4685243,ERR4815401,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305416,ERX4685246,ERR4815404,,,,,,,,,,,,,S,,
PRJEB41201,,,ERS5305417,ERX4685247,ERR4815405,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305419,ERX4685249,ERR4815407,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305421,ERX4685251,ERR4815409,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305422,ERX4685252,ERR4815410,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305423,ERX4685253,ERR4815411,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305425,ERX4685255,ERR4815413,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305427,ERX4685257,ERR4815415,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305428,ERX4685258,ERR4815416,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305429,ERX4685259,ERR4815417,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305430,ERX4685260,ERR4815418,S,,S,,,S,S,R,S,S,,S,,S,
PRJEB41201,,,ERS5305435,ERX4685265,ERR4815423,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305436,ERX4685266,ERR4815424,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305437,ERX4685267,ERR4815425,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305438,ERX4685268,ERR4815426,,,,,,,S,,,,,,,S,S
PRJEB41201,,,ERS5305439,ERX4685269,ERR4815427,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305440,ERX4685270,ERR4815428,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305441,ERX4685271,ERR4815429,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305447,ERX4685277,ERR4815435,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305448,ERX4685278,ERR4815436,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305450,ERX4685280,ERR4815438,,,,,,,,S,,,,,S,S,
PRJEB41201,,,ERS5305451,ERX4685281,ERR4815439,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305455,ERX4685285,ERR4815443,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305457,ERX4685287,ERR4815445,R,,R,,,R,S,R,R,R,S,R,,R,
PRJEB41201,,,ERS5305459,ERX4685289,ERR4815447,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305461,ERX4685291,ERR4815449,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305462,ERX4685292,ERR4815450,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305464,ERX4685294,ERR4815452,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305470,ERX4685300,ERR4815458,,,,,,,S,S,,,,,R,S,
PRJEB41201,,,ERS5305471,ERX4685301,ERR4815459,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305473,ERX4685303,ERR4815461,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305475,ERX4685305,ERR4815463,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305478,ERX4685308,ERR4815466,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305479,ERX4685309,ERR4815467,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305481,ERX4685311,ERR4815469,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305482,ERX4685312,ERR4815470,S,,S,,,S,,,S,R,S,S,,,
PRJEB41201,,,ERS5305484,ERX4685314,ERR4815472,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305488,ERX4685318,ERR4815476,,,,,,,S,R,,,,,S,S,
PRJEB41201,,,ERS5305490,ERX4685320,ERR4815478,,,,,,,,,,,,,,R,
PRJEB41201,,,ERS5305493,ERX4685323,ERR4815481,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305495,ERX4685325,ERR4815483,S,,S,,,S,R,R,S,R,S,R,,R,
PRJEB41201,,,ERS5305498,ERX4685328,ERR4815486,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305499,ERX4685329,ERR4815487,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305506,ERX4685336,ERR4815494,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305507,ERX4685337,ERR4815495,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305508,ERX4685338,ERR4815496,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305509,ERX4685339,ERR4815497,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305514,ERX4685344,ERR4815502,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305515,ERX4685345,ERR4815503,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305516,ERX4685346,ERR4815504,S,,S,,,S,S,R,S,S,S,S,,S,R
PRJEB41201,,,ERS5305517,ERX4685347,ERR4815505,,,,,,,,,,,,,S,,
PRJEB41201,,,ERS5305518,ERX4685348,ERR4815506,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305519,ERX4685349,ERR4815507,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305520,ERX4685350,ERR4815508,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305521,ERX4685351,ERR4815509,,,,,,,S,R,,S,,S,,S,
PRJEB41201,,,ERS5305522,ERX4685352,ERR4815510,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305523,ERX4685353,ERR4815511,,,,,,,S,S,,,,,R,S,
PRJEB41201,,,ERS5305524,ERX4685354,ERR4815512,S,,S,,,R,S,R,S,S,S,S,,S,S
PRJEB41201,,,ERS5305528,ERX4685358,ERR4815516,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305529,ERX4685359,ERR4815517,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305531,ERX4685361,ERR4815519,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305533,ERX4685363,ERR4815521,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305535,ERX4685365,ERR4815523,,,,,,,S,R,,,,,S,S,
PRJEB41201,,,ERS5305537,ERX4685367,ERR4815525,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305538,ERX4685368,ERR4815526,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305539,ERX4685369,ERR4815527,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305541,ERX4685371,ERR4815529,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305544,ERX4685374,ERR4815532,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305545,ERX4685375,ERR4815533,,,,,,,R,S,,,,,,S,
PRJEB41201,,,ERS5305550,ERX4685380,ERR4815538,,,,,,,R,S,,,,,,S,
PRJEB41201,,,ERS5305551,ERX4685381,ERR4815539,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305555,ERX4685385,ERR4815543,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305556,ERX4685386,ERR4815544,,,,,,,S,S,,,,,R,S,
PRJEB41201,,,ERS5305557,ERX4685387,ERR4815545,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305559,ERX4685389,ERR4815547,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305561,ERX4685391,ERR4815549,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305565,ERX4685395,ERR4815553,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305568,ERX4685398,ERR4815556,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305569,ERX4685399,ERR4815557,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305570,ERX4685400,ERR4815558,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305572,ERX4685402,ERR4815560,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305575,ERX4685405,ERR4815563,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305576,ERX4685406,ERR4815564,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305577,ERX4685407,ERR4815565,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305581,ERX4685411,ERR4815569,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305583,ERX4685413,ERR4815571,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305587,ERX4685417,ERR4815575,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305590,ERX4685420,ERR4815578,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305592,ERX4685422,ERR4815580,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305595,ERX4685425,ERR4815583,,,,,,,S,,,,,,S,S,
PRJEB41201,,,ERS5305596,ERX4685426,ERR4815584,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305597,ERX4685427,ERR4815585,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305598,ERX4685428,ERR4815586,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305599,ERX4685429,ERR4815587,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305603,ERX4685433,ERR4815591,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305604,ERX4685434,ERR4815592,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305607,ERX4685437,ERR4815595,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305611,ERX4685441,ERR4815599,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305612,ERX4685442,ERR4815600,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305613,ERX4685443,ERR4815601,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305615,ERX4685445,ERR4815603,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305616,ERX4685446,ERR4815604,,,,,,,,,,,R,R,,,
PRJEB41201,,,ERS5305617,ERX4685447,ERR4815605,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305618,ERX4685448,ERR4815606,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305620,ERX4685450,ERR4815608,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305622,ERX4685452,ERR4815610,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305627,ERX4685457,ERR4815615,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305628,ERX4685458,ERR4815616,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305633,ERX4685463,ERR4815621,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305634,ERX4685464,ERR4815622,,,,,,,S,R,,,,,,S,S
PRJEB41201,,,ERS5305639,ERX4685469,ERR4815627,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305640,ERX4685470,ERR4815628,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305645,ERX4685475,ERR4815633,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305648,ERX4685478,ERR4815636,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305649,ERX4685479,ERR4815637,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305651,ERX4685481,ERR4815639,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305652,ERX4685482,ERR4815640,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305653,ERX4685483,ERR4815641,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305654,ERX4685484,ERR4815642,,,,,,,S,R,,,,,,S,S
PRJEB41201,,,ERS5305655,ERX4685485,ERR4815643,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305656,ERX4685486,ERR4815644,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305660,ERX4685490,ERR4815648,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305663,ERX4685493,ERR4815651,S,,S,,,S,S,S,S,,S,,,S,
PRJEB41201,,,ERS5305664,ERX4685494,ERR4815652,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305666,ERX4685496,ERR4815654,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305668,ERX4685498,ERR4815656,,,,,,,,S,,,,,,,
PRJEB41201,,,ERS5305671,ERX4685501,ERR4815659,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305679,ERX4685509,ERR4815667,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305683,ERX4685513,ERR4815671,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305684,ERX4685514,ERR4815672,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305685,ERX4685515,ERR4815673,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305686,ERX4685516,ERR4815674,,,,,,,S,R,,,,,S,S,
PRJEB41201,,,ERS5305688,ERX4685518,ERR4815676,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305689,ERX4685519,ERR4815677,S,,S,,,S,S,S,S,S,,S,,S,
PRJEB41201,,,ERS5305692,ERX4685522,ERR4815680,,,,,,,S,S,,,,,R,S,
PRJEB41201,,,ERS5305696,ERX4685526,ERR4815684,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305697,ERX4685527,ERR4815685,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305699,ERX4685529,ERR4815687,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305700,ERX4685530,ERR4815688,S,,S,,,S,R,R,S,S,S,S,,R,
PRJEB41201,,,ERS5305702,ERX4685532,ERR4815690,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305705,ERX4685535,ERR4815693,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305707,ERX4685537,ERR4815695,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305710,ERX4685540,ERR4815698,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305713,ERX4685543,ERR4815701,S,,S,,,S,R,R,S,R,S,R,,R,
PRJEB41201,,,ERS5305720,ERX4685550,ERR4815708,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305721,ERX4685551,ERR4815709,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305724,ERX4685554,ERR4815712,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305725,ERX4685555,ERR4815713,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305726,ERX4685556,ERR4815714,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305727,ERX4685557,ERR4815715,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305729,ERX4685559,ERR4815717,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305731,ERX4685561,ERR4815719,S,,S,,,R,S,R,S,S,S,S,,S,
PRJEB41201,,,ERS5305734,ERX4685564,ERR4815722,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305735,ERX4685565,ERR4815723,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305736,ERX4685566,ERR4815724,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305740,ERX4685570,ERR4815728,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305744,ERX4685574,ERR4815732,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305750,ERX4685580,ERR4815738,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305752,ERX4685582,ERR4815740,,,,,,,S,R,,,,,,S,S
PRJEB41201,,,ERS5305754,ERX4685584,ERR4815742,S,,S,,,S,S,S,S,S,,S,,S,
PRJEB41201,,,ERS5305755,ERX4685585,ERR4815743,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305761,ERX4685591,ERR4815749,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305762,ERX4685592,ERR4815750,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305765,ERX4685595,ERR4815753,,,,,,,,,,,,,R,,
PRJEB41201,,,ERS5305766,ERX4685596,ERR4815754,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305767,ERX4685597,ERR4815755,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305768,ERX4685598,ERR4815756,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305771,ERX4685601,ERR4815759,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305774,ERX4685604,ERR4815762,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305775,ERX4685605,ERR4815763,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305776,ERX4685606,ERR4815764,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305777,ERX4685607,ERR4815765,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305778,ERX4685608,ERR4815766,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305780,ERX4685610,ERR4815768,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305781,ERX4685611,ERR4815769,,,,,,,S,S,,,,,R,S,
PRJEB41201,,,ERS5305783,ERX4685613,ERR4815771,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305785,ERX4685615,ERR4815773,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305786,ERX4685616,ERR4815774,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305787,ERX4685617,ERR4815775,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305793,ERX4685623,ERR4815781,,,,,,,S,S,,,,,R,S,
PRJEB41201,,,ERS5305794,ERX4685624,ERR4815782,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305795,ERX4685625,ERR4815783,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305796,ERX4685626,ERR4815784,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305797,ERX4685627,ERR4815785,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305800,ERX4685630,ERR4815788,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305802,ERX4685632,ERR4815790,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305804,ERX4685634,ERR4815792,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305807,ERX4685637,ERR4815795,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305810,ERX4685640,ERR4815798,S,,S,,,S,S,S,S,R,S,R,,S,
PRJEB41201,,,ERS5305811,ERX4685641,ERR4815799,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305813,ERX4685643,ERR4815801,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305815,ERX4685645,ERR4815803,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305816,ERX4685646,ERR4815804,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305817,ERX4685647,ERR4815805,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305818,ERX4685648,ERR4815806,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305820,ERX4685650,ERR4815808,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305821,ERX4685651,ERR4815809,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305822,ERX4685652,ERR4815810,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305823,ERX4685653,ERR4815811,S,,S,,,S,S,R,S,S,S,S,,S,
PRJEB41201,,,ERS5305825,ERX4685655,ERR4815813,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305826,ERX4685656,ERR4815814,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305828,ERX4685658,ERR4815816,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305829,ERX4685659,ERR4815817,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305831,ERX4685661,ERR4815819,S,,S,,,S,R,R,S,S,S,S,,R,
PRJEB41201,,,ERS5305834,ERX4685664,ERR4815822,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305835,ERX4685665,ERR4815823,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305836,ERX4685666,ERR4815824,S,,S,,,S,R,R,S,S,S,S,,R,
PRJEB41201,,,ERS5305838,ERX4685668,ERR4815826,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305841,ERX4685671,ERR4815829,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305845,ERX4685675,ERR4815833,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305846,ERX4685676,ERR4815834,,,,,,,S,S,,,,,R,S,
PRJEB41201,,,ERS5305849,ERX4685679,ERR4815837,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305851,ERX4685681,ERR4815839,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305854,ERX4685684,ERR4815842,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305855,ERX4685685,ERR4815843,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305857,ERX4685687,ERR4815845,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305858,ERX4685688,ERR4815846,,,,,,,,,,,,,S,,
PRJEB41201,,,ERS5305860,ERX4685690,ERR4815848,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305864,ERX4685694,ERR4815852,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305869,ERX4685699,ERR4815857,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305871,ERX4685701,ERR4815859,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305873,ERX4685703,ERR4815861,R,,S,,,S,S,S,R,R,S,R,,S,
PRJEB41201,,,ERS5305874,ERX4685704,ERR4815862,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305875,ERX4685705,ERR4815863,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305877,ERX4685707,ERR4815865,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305881,ERX4685711,ERR4815869,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305882,ERX4685712,ERR4815870,,,,,,,S,R,,,,,,S,
PRJEB41201,,,ERS5305884,ERX4685714,ERR4815872,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305886,ERX4685716,ERR4815874,,,,,,,S,R,,,,,S,R,
PRJEB41201,,,ERS5305888,ERX4685718,ERR4815876,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305896,ERX4685726,ERR4815884,,,,,,,S,S,,,,,R,S,
PRJEB41201,,,ERS5305897,ERX4685727,ERR4815885,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305899,ERX4685729,ERR4815887,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305900,ERX4685730,ERR4815888,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305902,ERX4685732,ERR4815890,,,,,,,,R,,,,,,,
PRJEB41201,,,ERS5305904,ERX4685734,ERR4815892,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305906,ERX4685736,ERR4815894,,,,,,,S,S,,,,,S,S,
PRJEB41201,,,ERS5305907,ERX4685737,ERR4815895,,,,,,,S,S,,,,,,S,
PRJEB41201,,,ERS5305908,ERX4685738,ERR4815896,,,,,,,S,S,,,,,S,S,
